Time,Equipment_ID,Vibration(mm/s),Temperature(°C),Current(A),Runtime(hr)
2025-07-21 01:04:00,M007,-2.754556278234694,89.93510967543843,43.25103145510192,
2025-07-21 01:05:00,M008,-2.6998475318717126,88.44379004508987,42.91139212112838,
2025-07-21 01:06:00,M008,-2.717336478704821,92.95351906349654,43.371502151396555,
2025-07-21 01:07:00,M009,-2.790736482266985,93.78785136684643,43.51272423811006,
2025-07-21 01:08:00,M008,-2.4802910776834257,95.6146571418545,44.16780691849137,
2025-07-21 01:09:00,M007,-2.6328648199085185,97.30317159703971,44.81342621463689,
2025-07-21 01:10:00,M008,-2.668791272276278,95.150488131686,46.42117900520668,
2025-07-21 01:11:00,M009,-2.6347307508243936,94.81030819375707,43.56178923649853,
2025-07-21 01:12:00,M007,-2.6502682733864313,97.46294423030136,46.04164183324346,
2025-07-21 01:13:00,M009,-2.652628543170666,98.63802030278228,44.68136163316272,
2025-07-21 01:14:00,M009,-2.820777946028902,92.45577140263488,44.1722899792486,
2025-07-21 01:15:00,M008,-2.8001838763859297,89.86217904838702,43.148394142384895,
2025-07-21 01:16:00,M008,-2.93828387816076,92.90347580549326,45.20424454956416,
2025-07-21 01:17:00,M007,-2.6712312879061857,93.28481008185781,46.05985015967416,
2025-07-21 01:18:00,M007,-2.825111276693806,94.12960759948028,46.15619481217125,
2025-07-21 01:19:00,M008,-2.670109209906995,94.95059982419632,45.41408110736544,
2025-07-21 01:20:00,M009,-2.7218556486999717,94.10635300532907,44.60395451079982,
2025-07-21 01:21:00,M009,-2.763005284843035,95.90129226517186,46.316468499888636,
2025-07-21 01:22:00,M008,-2.6635316051920332,89.89803811711748,44.22335368315925,
2025-07-21 01:23:00,M007,-2.6821390523708857,100.44243287281083,46.25909357522721,
2025-07-21 01:24:00,M008,-2.559720370506243,93.53855116094444,45.94368335734509,
2025-07-21 01:25:00,M009,-2.4341451197824404,98.36621547739381,47.091588704401545,
2025-07-21 01:26:00,M009,-2.617265057791466,96.46873378171252,45.63463740111699,
2025-07-21 01:27:00,M007,-2.670666826130918,98.04233006422521,45.95275508191028,
2025-07-21 01:28:00,M009,-2.775807465938732,97.11870220436325,45.03568348247609,
2025-07-21 01:29:00,M008,-2.799026113551326,94.96865964578157,44.859677285034635,
2025-07-21 01:30:00,M008,-2.5756810885571015,95.00456513908058,46.2470469503331,
2025-07-21 01:31:00,M007,-2.758338339895078,104.72235514030137,44.86096846137098,
2025-07-21 01:32:00,M007,-2.820291874432925,97.4039443958732,45.05230136263135,
2025-07-21 01:33:00,M008,-2.4019388351722775,98.70006729740737,45.67415536614829,
2025-07-21 01:34:00,M009,-2.563502004981197,94.47447162297404,44.64018511314708,
2025-07-21 01:35:00,M007,-2.843486554940212,100.96039428104025,46.032573358846555,
2025-07-21 01:36:00,M009,-2.5116120280085212,97.09836103334449,46.489245894100215,
2025-07-21 01:37:00,M007,-2.6540726824399847,91.97484876965959,46.62985853313993,
2025-07-21 01:38:00,M007,-2.3674919767196307,102.69405014667898,44.57732340477229,
2025-07-21 01:39:00,M008,-2.657779851475504,98.61635491761325,46.4329891973147,
2025-07-21 01:40:00,M009,-2.395835388617085,96.53164085252597,45.05450000852742,
2025-07-21 01:41:00,M007,-2.3270154318622085,96.9645881623455,47.42821623160236,
2025-07-21 01:42:00,M008,-2.253346554761933,98.85963176863108,48.19880610527054,
2025-07-21 01:43:00,M008,-2.612572769550021,98.92384313324975,46.59191683691883,
2025-07-21 01:44:00,M007,-2.2514662590899337,107.76515898988742,45.80258754609436,
2025-07-21 01:45:00,M007,-2.7269175282254867,102.39733357045894,46.81042665759981,
2025-07-21 01:46:00,M008,-2.297443958056355,101.09463886879723,45.3275302423272,
2025-07-21 01:47:00,M009,-2.468545492038377,99.9391064144025,46.41930161381665,
2025-07-21 01:48:00,M008,-2.5451920248626907,102.17586679660394,44.723689222072906,
2025-07-21 01:49:00,M008,-2.6463356653210326,97.76779619769243,45.995902575906676,
2025-07-21 01:50:00,M008,-2.5902981592951035,98.19606901629207,44.55625056827636,
2025-07-21 01:51:00,M007,-2.5640153235688623,101.14045474808326,45.59636614009353,
2025-07-21 01:52:00,M007,-2.7754579138531588,98.24537684536168,45.85143045441684,
2025-07-21 01:53:00,M008,-2.6134945636084703,100.47468328559718,47.64051149872942,
2025-07-21 01:54:00,M009,-2.537942249251003,99.22775298331631,47.331239301165525,
2025-07-21 01:55:00,M008,-2.488778355102699,99.24660644700825,47.313970150909654,
2025-07-21 01:56:00,M008,-2.5283624975681818,98.72728518057077,45.094582594871866,
2025-07-21 01:57:00,M007,-2.9154295551462863,99.222444566097,48.10337773954102,
2025-07-21 01:58:00,M007,-2.5467940668355618,100.54828666476746,46.63643850683137,
2025-07-21 01:59:00,M008,-2.599933819121991,95.33495639729972,48.16571943542143,
2025-07-21 02:00:00,M007,-2.2698636549643365,100.52862572137589,44.567115051601405,
2025-07-21 02:01:00,M007,-2.688977684244322,97.88593231407945,44.52456172178337,
2025-07-21 02:02:00,M007,-2.691049605974674,106.622830326602,45.91564704388591,
2025-07-21 02:03:00,M007,-2.596851330034123,105.23188747338462,47.62477747257367,
2025-07-21 02:04:00,M008,-2.891950450451691,97.62438091112338,45.92040261452516,
2025-07-21 02:05:00,M007,-2.743444129303463,98.65618916746381,46.18997711108679,
2025-07-21 02:06:00,M009,-2.451417611583077,100.12065973365242,46.54059322752529,
2025-07-21 02:07:00,M007,-2.6070018041416203,100.95865041220068,45.8534976199804,
2025-07-21 02:08:00,M009,-2.7288563081335475,99.56630549411157,46.35205161936935,
2025-07-21 02:09:00,M007,-2.6104376716626914,100.93159654628161,45.11501597957988,
2025-07-21 02:10:00,M008,-2.7008625718918804,103.13363683151638,46.868712283397194,
2025-07-21 02:11:00,M009,-2.5501239105621605,100.64295345671412,44.447661390483816,
2025-07-21 02:12:00,M009,-2.348897119296416,99.91725637440028,45.119646765698,
2025-07-21 02:13:00,M008,-2.7841646064553043,102.6442166799481,46.19187211137075,
2025-07-21 02:14:00,M008,-2.730995547812249,106.26094711414643,46.301997827989354,
2025-07-21 02:15:00,M009,-2.781811875276866,99.35454441463372,42.81955040619618,
2025-07-21 02:16:00,M009,-2.7123626541418364,98.04693745067391,44.88389735946326,
2025-07-21 02:17:00,M009,-2.6580615946444928,98.61912652300381,46.689058779516415,
2025-07-21 02:18:00,M007,-2.6474919436645936,102.19270240540857,45.20310545911176,
2025-07-21 02:19:00,M007,-2.6375277028249524,106.15099098607564,46.06119266520215,
2025-07-21 02:20:00,M009,-2.772232778300259,100.53386540527308,45.94690775503498,
2025-07-21 02:21:00,M007,-2.767864231858138,101.02806400397655,45.25032124660907,
2025-07-21 02:22:00,M008,-2.8129366525496757,94.20037174836344,44.90595377686248,
2025-07-21 02:23:00,M007,-2.7522149265568028,99.05264048993565,46.37869044977217,
2025-07-21 02:24:00,M008,-2.8113691587595393,99.02709661838699,45.60178232501904,
2025-07-21 02:25:00,M007,-2.662699357834263,98.75434533906362,46.06423371578214,
2025-07-21 02:26:00,M008,-2.623010819289902,98.31935302448073,46.57372066120978,
2025-07-21 02:27:00,M007,-2.6127561771638006,96.58378980417137,44.63864324354311,
2025-07-21 02:28:00,M007,-2.459638410664745,97.62884695882607,44.920966716897105,
2025-07-21 02:29:00,M009,-2.4855203803263928,94.19054083523474,46.57707848404732,
2025-07-21 02:30:00,M009,-2.667777564920284,97.4829102325403,44.81567576182669,
2025-07-21 02:31:00,M009,-2.863769584464319,95.70034992716884,47.06908639073123,
2025-07-21 02:32:00,M009,-2.6016610092201575,90.31814386309694,44.890663342870624,
2025-07-21 02:33:00,M007,-2.5924458587131847,97.98477484836637,46.134255696727756,
2025-07-21 02:34:00,M008,-2.921450382840574,98.96471083224068,45.355784955331124,
2025-07-21 02:35:00,M007,-2.415994867166101,95.94453841406046,44.85024682102781,
2025-07-21 02:36:00,M008,-2.814921863113638,96.28938101239561,45.77986404080851,
2025-07-21 02:37:00,M008,-2.5899901422777765,96.97726622219568,43.770825661331855,
2025-07-21 02:38:00,M008,-2.4714169915409743,98.13853484415496,42.52213553602092,
2025-07-21 02:39:00,M007,-2.3943704804064603,99.3930451966845,44.80836004738009,
2025-07-21 02:40:00,M008,-2.6539353558201495,92.56539959497272,43.33328130334743,
2025-07-21 02:41:00,M008,-2.653463899081761,97.28069153445962,43.753883230258985,
2025-07-21 02:42:00,M007,-2.7172497595932987,98.91868065505945,43.85255682288448,
2025-07-21 02:43:00,M008,-2.574590131255123,95.36498160910142,43.049330156397296,
2025-07-21 02:44:00,M008,-2.4989703321833496,96.7574214628379,43.96854915376345,
2025-07-21 02:45:00,M008,-2.543453172443548,96.39258034241084,44.23804195648519,
2025-07-21 02:46:00,M007,-2.8277003168160464,100.0793196459709,45.83724470251122,
2025-07-21 02:47:00,M009,-2.8798357753184516,91.55718188748594,44.295089760139575,
2025-07-21 02:48:00,M008,-2.554044220258006,93.07402694145806,46.35865825382366,
2025-07-21 02:49:00,M008,-2.7030649167879743,97.370869316187,43.41827141834783,
2025-07-21 02:50:00,M009,-2.7600901739022845,100.37423403190748,44.52682952960871,
2025-07-21 02:51:00,M007,-2.640277881552601,95.20341797028102,43.770653865133426,
2025-07-21 02:52:00,M008,-2.7671449905202006,95.75153300090831,43.32751815769383,
2025-07-21 02:53:00,M007,-2.716224078259503,98.93303517962406,43.04276830235037,
2025-07-21 02:54:00,M008,-2.624174630738712,101.15930239471636,44.304100039788835,
2025-07-21 02:55:00,M009,-2.5827478512259145,93.18389674263044,44.48036047416283,
2025-07-21 02:56:00,M009,-2.7218634204461876,97.42406425722048,44.877118090895024,
2025-07-21 02:57:00,M009,-2.666744668852777,101.0838553676334,41.587766393202656,
2025-07-21 02:58:00,M009,-2.6029288818789635,102.41001193730943,43.61813030805424,
2025-07-21 02:59:00,M007,-2.8882465634280035,97.87203490710039,44.15531467685182,
2025-07-21 03:00:00,M007,-2.428033635237385,102.19291071421276,42.655279800870794,
2025-07-21 03:01:00,M009,-2.788916455195207,99.9453929312859,43.50486224410217,
2025-07-21 03:02:00,M009,-2.6966374277377736,99.97348080771567,41.98611931423099,
2025-07-21 03:03:00,M007,-2.4675079087610348,100.94588011193733,44.610309319105674,
2025-07-21 03:04:00,M008,-2.4481675224307295,99.962349334705,42.130481367749546,
2025-07-21 03:05:00,M007,-2.579115879727874,97.25284034952887,43.80029927542288,
2025-07-21 03:06:00,M007,-2.4744901364070357,95.04012327777083,42.607681446854194,
2025-07-21 03:07:00,M007,-2.690516904114811,92.80913690129734,44.532511210154546,
2025-07-21 03:08:00,M009,-2.456528311678194,93.72957040249895,44.59780570607259,
2025-07-21 03:09:00,M008,-2.5275380098086906,97.18212619416637,42.43359971417803,
2025-07-21 03:10:00,M007,-2.6886847467038932,94.27815745600145,44.84193900967865,
2025-07-21 03:11:00,M007,-2.544955658156333,91.41483717506756,43.83053873708144,
2025-07-21 03:12:00,M008,-2.4500781165976995,90.20839557877426,42.143815036639694,
2025-07-21 03:13:00,M009,-2.658099002389403,94.50347608347472,42.28965975379034,
2025-07-21 03:14:00,M009,-2.5579640992962407,94.02608973326434,43.09990619679757,
2025-07-21 03:15:00,M009,-2.64595479893777,95.44363301211986,43.08404963551667,
2025-07-21 03:16:00,M009,-2.45878789864006,94.54182572578674,43.93191963489604,
2025-07-21 03:17:00,M009,-2.6480585075305334,93.21960837188202,43.8013529756614,
2025-07-21 03:18:00,M007,-2.477788348743431,91.16598127895847,42.259842966429886,
2025-07-21 03:19:00,M008,-2.352612288346747,95.53420702260674,43.342681342062214,
2025-07-21 03:20:00,M008,-2.4837054256531226,93.95798902155492,43.76249507609819,
2025-07-21 03:21:00,M007,-2.2474677557742844,94.85002063493907,43.33112709195019,
2025-07-21 03:22:00,M007,-2.284147068711,97.73163618490749,43.88545157552984,
2025-07-21 03:23:00,M009,-2.116742260041193,96.6617235638204,42.40383653320914,
2025-07-21 03:24:00,M007,-2.1686569089715295,99.86325460267139,42.47029378599474,
2025-07-21 03:25:00,M008,-2.205558046987076,99.09488090730679,40.31869042302375,
2025-07-21 03:26:00,M007,-2.2567909781039504,95.57907731219805,44.051694576303774,
2025-07-21 03:27:00,M009,-2.2890362678213245,98.69729863723303,42.213813600376675,
2025-07-21 03:28:00,M009,-2.3227311217741193,95.00941670827035,43.13786570420803,
2025-07-21 03:29:00,M008,-2.1700028190917315,99.54207141120594,42.50115332747005,
2025-07-21 03:30:00,M008,-2.2173360547511884,94.14582329761433,42.68621102018835,
2025-07-21 03:31:00,M007,-2.105698389074501,96.71361833820183,43.63563602204693,
2025-07-21 03:32:00,M007,-2.202048699887388,95.02388693148066,42.31791717991537,
2025-07-21 03:33:00,M008,-2.4508352421591635,90.40691282387498,40.52483512666607,
2025-07-21 03:34:00,M008,-2.1021583068701943,95.74854440398094,40.58478206742798,
2025-07-21 03:35:00,M008,-2.2816475578629194,92.38873428553758,41.066530047197794,
2025-07-21 03:36:00,M009,-2.1115817604630718,97.25893255595626,42.37121647756379,
2025-07-21 03:37:00,M009,-2.300125478607379,97.18982291498583,41.44872648188609,
2025-07-21 03:38:00,M009,-2.4877359994348645,96.04544273329189,42.22403933292968,
2025-07-21 03:39:00,M009,-2.318175529133714,94.88959384518903,41.523792367475345,
2025-07-21 03:40:00,M007,-2.490291463291641,91.52878812439178,41.83369491351881,
2025-07-21 03:41:00,M008,-2.2952196660008277,93.87665730615106,41.964235459415214,
2025-07-21 03:42:00,M008,-2.2490646209960223,95.26955640217206,42.29356852946243,
2025-07-21 03:43:00,M009,-2.459926944206171,93.71745500860885,41.15831261124611,
2025-07-21 03:44:00,M009,-2.4959429820296997,98.53459229149968,39.74436336599428,
2025-07-21 03:45:00,M007,-2.4199718467832105,98.36838881307186,40.69372224521716,
2025-07-21 03:46:00,M009,-2.5229271791405465,96.21220691257707,42.05072854249437,
2025-07-21 03:47:00,M008,-2.5586828664680556,99.5900048349806,40.304779157751554,
2025-07-21 03:48:00,M007,-2.563206932654653,95.07113710873848,41.38529517103392,
2025-07-21 03:49:00,M008,-2.4890428467017265,90.15406365207137,41.511341078644854,
2025-07-21 03:50:00,M007,-2.415433144035847,102.04356266694815,41.15503242074172,
2025-07-21 03:51:00,M009,-2.373899585505207,98.11349792455401,41.69004919912,
2025-07-21 03:52:00,M007,-2.3617920453817227,101.33126358488376,40.50035218647106,
2025-07-21 03:53:00,M008,-2.4110012399786265,92.83168350056545,41.71734316258242,
2025-07-21 03:54:00,M008,-2.557956458131726,90.23161311535107,40.29810367173598,
2025-07-21 03:55:00,M007,-2.372766961228707,95.68635356194338,42.25332253449851,
2025-07-21 03:56:00,M007,-2.400690755173112,97.88365986512784,43.42025590048909,
2025-07-21 03:57:00,M007,-2.489698334750261,94.4658564764662,42.90221184292765,
2025-07-21 03:58:00,M009,-2.5163277506702064,95.61925941420567,41.546359731091,
2025-07-21 03:59:00,M009,-2.4043705306362826,97.30923931579572,43.007068685678234,
2025-07-21 04:00:00,M007,-2.4918396804534755,95.62224323734634,43.73075120010623,
2025-07-21 04:01:00,M009,-2.6597585660393377,91.88778624490423,41.677446812059344,
2025-07-21 04:02:00,M007,-2.6472775974426757,99.19536910929476,43.34306641101929,
2025-07-21 04:03:00,M008,-2.7622135288896095,95.08489239065591,42.705532958965875,
2025-07-21 04:04:00,M009,-2.678070604419017,96.11092722484283,44.15626913824449,
2025-07-21 04:05:00,M009,-2.438288996085837,99.97136314395395,43.16978018757773,
2025-07-21 04:06:00,M009,-2.587804392270249,94.64668928799024,44.0569430013539,
2025-07-21 04:07:00,M009,-2.5752479407005917,96.73981958285962,41.83927359707032,
2025-07-21 04:08:00,M007,-2.8641759017790136,98.7060228264052,41.6044301946566,
2025-07-21 04:09:00,M008,-2.2861864062575954,97.8328928614103,41.042603214821284,
2025-07-21 04:10:00,M008,-2.8068451214267913,98.36790145817085,43.22486190982769,
2025-07-21 04:11:00,M009,-2.660923633948683,96.96553230908509,40.53961413622045,
2025-07-21 04:12:00,M008,-2.706609547485591,92.22745927652045,41.87414874513748,
2025-07-21 04:13:00,M009,-2.6764324181514314,99.10390221915966,42.45959889128312,
2025-07-21 04:14:00,M009,-2.5693113759536748,93.83231713571307,41.54402629247339,
2025-07-21 04:15:00,M008,-2.622629689438766,94.51126787288932,42.489897518746545,
2025-07-21 04:16:00,M008,-2.539084255103497,93.34328676758244,41.92883322505833,
2025-07-21 04:17:00,M007,-2.5992551359026743,96.9079269055442,41.93192210840017,
2025-07-21 04:18:00,M009,-2.5113771527474738,96.9552002941909,41.75361426507509,
2025-07-21 04:19:00,M007,-2.733789787828546,91.41128871214498,41.34765143980444,
2025-07-21 04:20:00,M008,-2.7826937687160562,95.66028981891432,42.70267700515134,
2025-07-21 04:21:00,M008,-2.3718927940943764,90.27356061317492,44.0570370225803,
2025-07-21 04:22:00,M009,-2.5321047052831966,92.49498802156296,41.543899005342524,
2025-07-21 04:23:00,M009,-2.6482399545004087,88.73614509328756,42.64583167137571,
2025-07-21 04:24:00,M008,-2.576778427592195,93.83258037932534,42.659253314755595,
2025-07-21 04:25:00,M008,-2.711294927057798,94.9375927261376,42.86799411679925,
2025-07-21 04:26:00,M009,-2.6141794370000446,89.29609782959419,42.37086213325575,
2025-07-21 04:27:00,M008,-2.40476800823933,94.30630351659836,41.66327189679797,
2025-07-21 04:28:00,M007,-2.571770116467308,91.35750153300154,43.49904337322827,
2025-07-21 04:29:00,M008,-2.4389286926534828,94.74864470912748,41.764453477717296,
2025-07-21 04:30:00,M009,-2.4728557841893477,99.87698134402923,41.88572616117731,
2025-07-21 04:31:00,M008,-2.5261505153479575,94.97513959655723,42.559001826448764,
2025-07-21 04:32:00,M009,-2.551450155077112,92.70232780128887,42.99979969279635,
2025-07-21 04:33:00,M009,-2.3501714198424106,101.48628296474585,40.1207639725847,
2025-07-21 04:34:00,M007,-2.857497980181388,98.7626541708102,42.41937852366701,
2025-07-21 04:35:00,M007,-2.4184131748466404,94.19297190545595,43.39204807841129,
2025-07-21 04:36:00,M007,-2.8972738237017737,99.78223850565868,43.08573372761651,
2025-07-21 04:37:00,M007,-2.666874287077106,98.92404935712737,42.07786408369294,
2025-07-21 04:38:00,M009,-2.90072650456862,95.88739899835988,43.323796690998016,
2025-07-21 04:39:00,M007,-2.5697023011846802,95.325939701603,42.59530037996642,
2025-07-21 04:40:00,M007,-2.5476068846545585,100.49432317186225,42.722348319496895,
2025-07-21 04:41:00,M007,-2.69510972657004,94.61532751200393,42.897895752703775,
2025-07-21 04:42:00,M009,-2.6283077746527073,96.40529550314568,43.87722689340313,
2025-07-21 04:43:00,M008,-2.556278943418147,94.57493973389145,44.55740427361483,
2025-07-21 04:44:00,M009,-2.515527845817305,98.16305860670889,42.07213417285124,
2025-07-21 04:45:00,M008,-2.4681734211400936,96.31030380799378,43.868333359853246,
2025-07-21 04:46:00,M008,-2.471471932725301,97.95461995256254,43.60050565679994,
2025-07-21 04:47:00,M009,-2.3170346357571403,92.41015572792142,43.4648127437293,
2025-07-21 04:48:00,M009,-2.588430109823507,93.6662344359292,44.115700765772054,
2025-07-21 04:49:00,M009,-2.734526156148054,98.54967296709555,41.91768914736624,
2025-07-21 04:50:00,M009,-2.531453875482577,95.83360459425685,42.5722115091012,
2025-07-21 04:51:00,M007,-2.5060391000674644,92.73650930652676,42.852052583339436,
2025-07-21 04:52:00,M008,-2.575366202800089,95.29235356767734,44.026056483243316,
2025-07-21 04:53:00,M007,-2.44536385733177,94.0237929199894,43.71202373665227,
2025-07-21 04:54:00,M008,-2.6626258928512274,93.25438609735794,42.71773449361404,
2025-07-21 04:55:00,M009,-2.4630627162818244,95.46995668256096,43.40944883011792,
2025-07-21 04:56:00,M007,-2.541779850401743,95.25730325116007,44.244803694970095,
2025-07-21 04:57:00,M008,-2.3064006682809666,91.61961546653578,43.36643801584132,
2025-07-21 04:58:00,M009,-2.3869865185602572,94.94967604861742,43.548360199161706,
2025-07-21 04:59:00,M008,-2.259660105428061,89.17018433608375,42.32340651809716,
2025-07-21 05:00:00,M008,-2.146057226699386,93.39289581263783,44.31785263519607,
2025-07-21 05:01:00,M009,-2.3447609716864086,94.75294765878333,44.168826488845056,
2025-07-21 05:02:00,M008,-2.579507911628336,93.48134667139493,44.04536904767323,
2025-07-21 05:03:00,M009,-2.4529591603320102,89.64139716503786,44.82196061986737,
2025-07-21 05:04:00,M009,-2.5284611377403694,86.17375793790015,44.06802823653926,
2025-07-21 05:05:00,M007,-2.4451550820257135,93.0169927805403,44.33148990594649,
2025-07-21 05:06:00,M007,-2.415732745973359,92.65963859995075,43.4060676177717,
2025-07-21 05:07:00,M008,-2.3747868017535096,91.66488470696356,42.5452726876496,
2025-07-21 05:08:00,M009,-2.493284193898461,94.83364123825757,42.75140851567152,
2025-07-21 05:09:00,M009,-2.3525818959510185,91.97044539176629,43.64464489751536,
2025-07-21 05:10:00,M009,-2.3584055085527904,94.37905880115132,43.351598702921116,
2025-07-21 05:11:00,M008,-2.417783461050036,95.57379525056074,44.82112605133604,
2025-07-21 05:12:00,M007,-2.393570772757933,96.26030628900776,45.853989769954744,
2025-07-21 05:13:00,M009,-2.462145711263628,94.43764007543739,44.41635287766694,
2025-07-21 05:14:00,M009,-2.1997530329821826,94.86374003929296,44.226492855444455,
2025-07-21 05:15:00,M007,-2.4552789769960364,95.81405009743878,42.42646830176512,
2025-07-21 05:16:00,M007,-2.2889166737748194,93.72268715404037,44.806106482264454,
2025-07-21 05:17:00,M009,-2.1268214381183137,97.30487931397093,45.54601278053488,
2025-07-21 05:18:00,M007,-2.2300649493957065,92.7582567076099,44.41711661119615,
2025-07-21 05:19:00,M009,-2.542999039239995,97.82067603162588,43.58705718954836,
2025-07-21 05:20:00,M009,-2.43387432602914,95.7961951377612,44.021799265130234,
2025-07-21 05:21:00,M008,-2.399515977154239,95.16370690382627,43.290052572381036,
2025-07-21 05:22:00,M007,-2.3056009190242217,102.60052044361743,41.90224958016335,
2025-07-21 05:23:00,M007,-2.4928910597275054,98.45785436579081,43.1117795538926,
2025-07-21 05:24:00,M009,-2.433206059957383,93.04710753082755,43.86552200645297,
2025-07-21 05:25:00,M009,-2.2646593357835365,95.85072937245052,43.950199734993106,
2025-07-21 05:26:00,M007,-2.4764275763952406,98.3365396467243,43.674190389034486,
2025-07-21 05:27:00,M009,-2.3215074750359057,102.27960966421679,42.80079243334908,
2025-07-21 05:28:00,M007,-2.407029897983124,103.01002977994692,42.5510689078011,
2025-07-21 05:29:00,M009,-2.526780691475266,98.47723105942505,44.99863313229234,
2025-07-21 05:30:00,M008,-2.6945557500634054,98.9533991551775,44.93546692542727,
2025-07-21 05:31:00,M008,-2.2617560379143096,96.37837864282872,44.5082020612288,
2025-07-21 05:32:00,M009,-2.347023556815756,96.14059325427804,44.50286434127803,
2025-07-21 05:33:00,M009,-2.31051978735185,95.22447932413917,42.6124419006088,
2025-07-21 05:34:00,M008,-2.214053841845637,92.44962746479156,42.5319087287563,
2025-07-21 05:35:00,M009,-2.290785693692807,97.69722207695486,44.16857947426554,
2025-07-21 05:36:00,M007,-2.497496003671296,96.01378805673342,45.094578229285396,
2025-07-21 05:37:00,M008,-2.546386495474054,96.41372839176307,43.03238361147647,
2025-07-21 05:38:00,M007,-2.0420709533775603,93.1919501689584,46.29550718550662,
2025-07-21 05:39:00,M007,-2.459430802852639,99.34923696576308,45.16225981890767,
2025-07-21 05:40:00,M009,-2.4146538958492103,93.97591049655223,44.50929079185896,
2025-07-21 05:41:00,M007,-2.592030682690437,89.08068174252183,45.020134653924146,
2025-07-21 05:42:00,M008,-2.6243727220982405,95.02037942452527,44.569061058585376,
2025-07-21 05:43:00,M008,-2.4099020541545007,95.0936738743132,46.47328512528307,
2025-07-21 05:44:00,M007,-2.4794762328965416,99.07902292874738,45.15010617903545,
2025-07-21 05:45:00,M008,-2.42833718271457,97.05995252499667,44.91548804372892,
2025-07-21 05:46:00,M007,-2.4818892222255076,97.78134653745967,44.08853107854753,
2025-07-21 05:47:00,M007,-2.176067425375984,96.28803450154345,45.7171450111833,
2025-07-21 05:48:00,M008,-2.345689163022483,97.37610729700707,45.89753769173833,
2025-07-21 05:49:00,M008,-2.4599017038421267,93.3009667406396,46.65103721893417,
2025-07-21 05:50:00,M009,-2.2095071249949174,93.85741386965437,45.02324011180019,
2025-07-21 05:51:00,M008,-2.2379591577131155,96.771197187865,45.06515841800065,
2025-07-21 05:52:00,M009,-2.272696237354754,92.69640666466607,44.360600189952216,
2025-07-21 05:53:00,M009,-2.4581881053908354,94.17918708145683,46.17850083010739,
2025-07-21 05:54:00,M009,-2.247641104372522,94.72578551822386,44.11503372751284,
2025-07-21 05:55:00,M009,-2.5368932066622016,94.07367769916395,43.74770532392552,
2025-07-21 05:56:00,M007,-2.3830157088988333,90.50868306618334,42.948040691698246,
2025-07-21 05:57:00,M007,-2.6153209883168143,93.16879471228533,46.15638185733567,
2025-07-21 05:58:00,M007,-2.175424867772174,100.69468877759672,45.21497417199985,
2025-07-21 05:59:00,M009,-2.1250506978360097,96.50586251811977,45.662289668846476,
2025-07-21 06:00:00,M007,-2.4443080530039913,93.45571598686425,47.22056846071386,
2025-07-21 06:01:00,M007,-2.321534808175522,92.4037424959057,45.30252358325496,
2025-07-21 06:02:00,M007,-2.371736182673571,95.98491857536992,46.159743001091236,
2025-07-21 06:03:00,M008,-2.1850983167232525,99.67015527166232,45.73425115218458,
2025-07-21 06:04:00,M007,-2.200913955405608,91.87628454082162,46.13795936118563,
2025-07-21 06:05:00,M007,-2.1749393342294563,97.43362694935377,46.13924732194616,
2025-07-21 06:06:00,M009,-2.2531436428309615,93.20493419711788,46.58528878522128,
2025-07-21 06:07:00,M008,-2.0079352724323107,97.44553116805041,45.16140597716889,
2025-07-21 06:08:00,M007,-2.252906323403627,93.95029190682207,46.730650504742414,
2025-07-21 06:09:00,M008,-2.33302827928792,97.61093445160634,45.82841546559357,
2025-07-21 06:10:00,M008,-2.3208170317524983,94.59254572134054,46.080494394502395,
2025-07-21 06:11:00,M009,-2.1618905033595897,95.7349262945787,45.41492797207023,
2025-07-21 06:12:00,M008,-2.117095268148347,97.40481399413224,47.271998778705125,
2025-07-21 06:13:00,M009,-2.3138844843331174,95.05299199428785,46.488848943126634,
2025-07-21 06:14:00,M008,-2.092622601443977,92.59615821526799,45.58801818381048,
2025-07-21 06:15:00,M007,-2.3282365130888376,96.35800075898344,45.51392053750092,
2025-07-21 06:16:00,M008,-2.329156058362946,97.77284715448972,44.38319932198323,
2025-07-21 06:17:00,M008,-1.9907325261342952,96.94577434832611,46.425385728345525,
2025-07-21 06:18:00,M008,-2.126496820149321,101.48327205717416,45.49261135203713,
2025-07-21 06:19:00,M008,-2.1423121409277117,94.39034606242824,44.8083317034505,
2025-07-21 06:20:00,M008,-2.2059941870317434,98.53560901147642,43.75266418564054,
2025-07-21 06:21:00,M008,-1.9213930122435128,95.19333526409514,43.82264578290912,
2025-07-21 06:22:00,M007,-2.225091690997498,93.32382132564372,45.349040680612994,
2025-07-21 06:23:00,M007,-2.182295250678604,95.58528704069289,44.03950965889022,
2025-07-21 06:24:00,M008,-2.1787505498316038,93.55709889422744,46.443568682598006,
2025-07-21 06:25:00,M007,-2.3433974487346436,90.8841653409196,46.45658337023555,
2025-07-21 06:26:00,M008,-2.134493288712802,101.54724907863589,45.63585167213876,
2025-07-21 06:27:00,M007,-2.187236100815332,98.06297129840738,46.61420190869694,
2025-07-21 06:28:00,M009,-2.08573156832181,96.15965602107603,46.63983272331043,
2025-07-21 06:29:00,M008,-2.1051238489000945,96.91636063270282,47.109585755136656,
2025-07-21 06:30:00,M007,-2.226706063943176,95.5169394060975,45.87176537706674,
2025-07-21 06:31:00,M008,-2.13268642103906,95.63807362819351,45.73100809121873,
